,Name,Url,Rating,Difficulty,Tags
0,"Java Programming: Arrays, Lists, and Structured Data",https://coursera.org/learn/java-programming-arrays-lists-data,4.7,Beginner Level,"['Computer Science', 'Software Development']"
0,On Strategy : What Managers Can Learn from Philosophy - PART 1,https://coursera.org/learn/management-philosophy,4.7,None,"['Business', 'Leadership and Management']"
0,System Validation: Automata and behavioural equivalences,https://coursera.org/learn/automata-system-validation,4.2,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Teach English Now! Foundational Principles,https://coursera.org/learn/english-principles,4.9,None,"['Social Sciences', 'Education']"
0,Google Cloud Platform Big Data and Machine Learning Fundamentals en Español,https://coursera.org/learn/gcp-big-data-ml-fundamentals-es,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Conceitos Básicos de Logística e Supply Chain,https://coursera.org/learn/conceitos-basicos-logistica,4.8,Beginner Level,"['Business', 'Leadership and Management']"
0,Financial Accounting: Advanced Topics,https://coursera.org/learn/financial-accounting-advanced,4.7,None,"['Business', 'Finance']"
0,Getting Started with Google Kubernetes Engine,https://coursera.org/learn/google-kubernetes-engine,4.6,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Writing your World: Finding yourself in the academic space,https://coursera.org/learn/writing-your-world,4.8,Beginner Level,"['Language Learning', 'Learning English']"
0,Introducción a la guitarra,https://coursera.org/learn/guitarra,4.8,None,"['Arts and Humanities', 'Music and Art']"
0,"Cannabis, Chronic Pain, and Related Disorders",https://coursera.org/learn/pain-cannabis-cbd-thc,4.8,Beginner Level,"['Health', 'Public Health']"
0,"Ready, Set, Future! Introduction to Futures Thinking",https://coursera.org/learn/introduction-to-futures-thinking,4.8,Beginner Level,"['Business', 'Business Essentials']"
0,Интернет-предпринимательство,https://coursera.org/learn/internet-predprinimatelstvo,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
0,Securing and Integrating Components of your Application 日本語版,https://coursera.org/learn/securing-integrating-components-app-jp,4.3,Intermediate Level,"['Computer Science', 'Software Development']"
0,Wireless Communications for Everybody,https://coursera.org/learn/wireless-communications,4.6,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Finanzas personales,https://coursera.org/learn/finanzas-personales,4.7,None,"['Business', 'Finance']"
0,Accounting Analysis I: Measurement and Disclosure of Assets,https://coursera.org/learn/asset-measurement-disclosure,4.8,Intermediate Level,"['Business', 'Business Essentials']"
0,Game Design Document: Define the Art & Concepts,https://coursera.org/learn/game-design-document,4.5,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
0,L'impact investing : comprendre les fondamentaux,https://coursera.org/learn/investing-fondamentaux,4.6,None,"['Business', 'Entrepreneurship']"
0,Введение в Биоинформатику: Метагеномика (Introduction to Bioinformatics: Metagenomics),https://coursera.org/learn/bioinformatics-metagenomics,4.8,Beginner Level,"['Health', 'Health Informatics']"
0,Cómo entrenar a tus electrones 1: Fundamentos de la electrónica analógica,https://coursera.org/learn/fundamentos-de-la-electronica-analogica,4.5,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Health and healthcare in transition: dilemmas of governance,https://coursera.org/learn/health-dilemmas-of-governance,None,Beginner Level,"['Health', 'Public Health']"
0,Sustainable Tourism – promoting environmental public health,https://coursera.org/learn/sustainable-tourism,4.7,Beginner Level,"['Health', 'Basic Science']"
0,Religions and Society in China,https://coursera.org/learn/religions-society-china,4.5,Beginner Level,"['Arts and Humanities', 'History']"
0,Aboriginal Worldviews and Education,https://coursera.org/learn/aboriginal-education,4.7,None,"['Social Sciences', 'Education']"
0,MOS Transistors,https://coursera.org/learn/mosfet,4.6,None,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Calculus: Single Variable Part 4 - Applications,https://coursera.org/learn/applications-calculus,4.9,None,"['Math and Logic', 'Math and Logic']"
0,Managing Employee Compensation,https://coursera.org/learn/compensation-management,4.7,None,"['Business', 'Business Essentials']"
0,Architecting Smart IoT Devices,https://coursera.org/learn/iot-architecture,4.3,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
0,Geodesign: Change Your World,https://coursera.org/learn/geodesign,4.8,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Google Cloud Platform Big Data and Machine Learning Fundamentals en Français,https://coursera.org/learn/gcp-big-data-ml-fundamentals-fr,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Predictive Modeling and Machine Learning with MATLAB,https://coursera.org/learn/predictive-modeling-machine-learning,None,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Foundations of Virtual Instruction,https://coursera.org/learn/virtual-school,4.1,None,"['Social Sciences', 'Education']"
0,"Conversations That Inspire: Coaching Learning, Leadership and Change",https://coursera.org/learn/leadership-coaching,4.7,None,"['Business', 'Leadership and Management']"
0,Comment rédiger et publier un article scientifique (Enseignement par projet),https://coursera.org/learn/rediger-publier-article-scientifique,4.5,Intermediate Level,"['Social Sciences', 'Education']"
0,"Doping : Sports, Organizations and Sciences",https://coursera.org/learn/doping,4.6,None,"['Social Sciences', 'Governance and Society']"
0,Transgender Medicine for General Medical Providers,https://coursera.org/learn/transgender-medicine,4.6,None,"['Health', 'Patient Care']"
0,Applying Data Analytics in Marketing,https://coursera.org/learn/applying-data-analytics-business-in-marketing,4.4,Intermediate Level,"['Business', 'Leadership and Management']"
0,Applied Machine Learning in Python,https://coursera.org/learn/python-machine-learning,4.6,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Introduction to Clinical Data Science,https://coursera.org/learn/introduction-clinical-data-science,4.6,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Enterprise System Management and Security,https://coursera.org/learn/enterprise-system-management-security,4.6,Beginner Level,"['Information Technology', 'Security']"
0,"Medical Emergencies: CPR, Toxicology, and Wilderness",https://coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness,4.8,Beginner Level,"['Health', 'Patient Care']"
0,Robotics: Capstone,https://coursera.org/learn/robotics-capstone,4.6,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Многопоточность и сетевое взаимодействие в Android,https://coursera.org/learn/android-multithreading-and-network,3.7,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,Diagnosing Health Behaviors for Global Health Programs,https://coursera.org/learn/health-behaviors-global,4.8,Beginner Level,"['Health', 'Public Health']"
0,Deploying Machine Learning Models,https://coursera.org/learn/deploying-machine-learning-models,3.9,None,"['Data Science', 'Data Analysis']"
0,The French Revolution,https://coursera.org/learn/french-revolution,4.8,Beginner Level,"['Arts and Humanities', 'History']"
0,Éléments de Géomatique,https://coursera.org/learn/geomatique,4.7,Intermediate Level,"['Math and Logic', 'Math and Logic']"
0,Introducción a la Geotermia,https://coursera.org/learn/geotermia,4.9,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Умная аналитика в управлении образованием,https://coursera.org/learn/smart-analytics-education,None,Intermediate Level,"['Social Sciences', 'Education']"
0,"Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan",https://coursera.org/learn/business-planning,4,None,"['Business', 'Entrepreneurship']"
0,Probability and Statistics: To p or not to p?,https://coursera.org/learn/probability-statistics,4.6,Beginner Level,"['Data Science', 'Probability and Statistics']"
0,Mathematical Thinking in Computer Science,https://coursera.org/learn/what-is-a-proof,4.5,Beginner Level,"['Computer Science', 'Algorithms']"
0,Econometria Básica Aplicada,https://coursera.org/learn/econometria-basica-aplicada,4.4,Intermediate Level,"['Social Sciences', 'Economics']"
0,Mobile VR App Development with Unity,https://coursera.org/learn/mobile-vr-app-development-unity,3.7,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,3D Printing Hardware,https://coursera.org/learn/3d-print-hardware,4.2,None,"['Business', 'Entrepreneurship']"
0,Supply Chain Principles,https://coursera.org/learn/supply-chain-principles,4.6,None,"['Business', 'Business Essentials']"
0,Ensino Híbrido: Personalização e Tecnologia na Educação,https://coursera.org/learn/ensino-hibrido,4.9,Beginner Level,"['Social Sciences', 'Education']"
0,Innovation & Entrepreneurship - From Basics to Open Innovation,https://coursera.org/learn/open-innovation-entrepreneurship,4.5,Intermediate Level,"['Business', 'Entrepreneurship']"
0,"Excel/VBA for Creative Problem Solving, Part 2",https://coursera.org/learn/excel-vba-for-creative-problem-solving-part-2,4.9,Intermediate Level,"['Computer Science', 'Algorithms']"
0,Читаем русскую классику вместе.  М. Булгаков «Мастер и Маргарита»,https://coursera.org/learn/bulgakov-master-i-margarita,4.5,None,"['Language Learning', 'Other Languages']"
0,Business Statistics and Analysis Capstone,https://coursera.org/learn/business-statistics-analysis-capstone,4.7,None,"['Data Science', 'Data Analysis']"
0,Business of Games and Entrepreneurship,https://coursera.org/learn/gamedev-business,4.4,None,"['Business', 'Business Strategy']"
0,Практики работы с данными средствами Power Query и Power Pivot,https://coursera.org/learn/praktiki-raboty-dannymi-sredstvami-power-query-pivot,4.9,Advanced Level,"['Business', 'Business Essentials']"
0,Architecting with Google Kubernetes Engine: Foundations,https://coursera.org/learn/foundations-google-kubernetes-engine-gke,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
0,Innovative Finance: Hacking finance to change the world,https://coursera.org/learn/innovative-finance,4.7,Beginner Level,"['Business', 'Finance']"
0,Wind resources for renewable energies,https://coursera.org/learn/wind-for-renewable-energies,4,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Введение в геологию полезных ископаемых,https://coursera.org/learn/geologiya-poleznykh-iskopayemykh,4.6,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Hypothesis-Driven Development,https://coursera.org/learn/uva-darden-agile-testing,4.6,None,"['Computer Science', 'Design and Product']"
0,Методы и инструменты системного проектирования,https://coursera.org/learn/systems-engineering-3,4.5,Intermediate Level,"['Physical Science and Engineering', 'Research Methods']"
0,Palo Alto Networks Cybersecurity Essentials I,https://coursera.org/learn/cybersecurity-essentials-1,4.7,Intermediate Level,"['Information Technology', 'Security']"
0,Discrete Mathematics,https://coursera.org/learn/discrete-mathematics,3.6,Intermediate Level,"['Math and Logic', 'Math and Logic']"
0,Diseño de Experiencia en Servicios,https://coursera.org/learn/diseno-experiencia-servicios,None,Beginner Level,"['Business', 'Leadership and Management']"
0,API Design and Fundamentals of Google Cloud's Apigee API Platform,https://coursera.org/learn/api-design-apigee-gcp,4.7,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Cryptography I,https://coursera.org/learn/crypto,4.8,None,"['Computer Science', 'Computer Security and Networks']"
0,Lesson | Small Talk & Conversational Vocabulary,https://coursera.org/learn/lesson-small-talk-and-conversational-vocabulary,None,None,"['Language Learning', 'Learning English']"
0,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,https://coursera.org/learn/iot-wireless-cloud-computing,4.6,Beginner Level,"['Information Technology', 'Cloud Computing']"
0,Analysis of Algorithms,https://coursera.org/learn/analysis-of-algorithms,4.8,Advanced Level,"['Computer Science', 'Algorithms']"
0,Speaking to persuade: Motivating audiences with solid arguments and moving language,https://coursera.org/learn/persuade-speech,4.7,Beginner Level,"['Personal Development', 'Personal Development']"
0,Uso de técnicas estadísticas para el análisis de datos,https://coursera.org/learn/datos-tecnicas,4.2,None,"['Business', 'Business Strategy']"
0,Adapt your leadership style,https://coursera.org/learn/leadership-adapt-your-style,4.9,Beginner Level,"['Business', 'Leadership and Management']"
0,Publicidad Digital con Google AdWords,https://coursera.org/learn/publicidad-digital,4.7,Beginner Level,"['Business', 'Marketing']"
0,Sustainable Vikings:  Sustainability & Corporate Social Responsibility in Scandinavia,https://coursera.org/learn/sustainability-csr-scandinavia,4.8,Beginner Level,"['Business', 'Leadership and Management']"
0,Healthcare Delivery Providers,https://coursera.org/learn/healthcare-delivery-providers,4.7,None,"['Business', 'Finance']"
0,Troubles du spectre de l'autisme : diagnostic,https://coursera.org/learn/troubles-spectre-autisme-diagnostic,4.9,Intermediate Level,"['Health', 'Patient Care']"
0,The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,https://coursera.org/learn/palatine-hill-archaeology-history,4.2,Beginner Level,"['Arts and Humanities', 'History']"
0,El desafío de Innovar en la Educación Superior,https://coursera.org/learn/educacion-superior,4.7,None,"['Social Sciences', 'Education']"
0,"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons",https://coursera.org/learn/revolutionary-ideas-borders-elections-constitutions-prisons,5,Beginner Level,"['Arts and Humanities', 'Philosophy']"
0,"Trade, Immigration and Exchange Rates in a Globalized World",https://coursera.org/learn/trade-immigration-exchange-rates-globalized-world,4.7,Beginner Level,"['Social Sciences', 'Economics']"
0,Estratégicos Empresariales Proyecto Final,https://coursera.org/learn/estrategicos-empresariales-proyecto,4.3,None,"['Business', 'Business Strategy']"
0,Desarrollo de páginas con Angular,https://coursera.org/learn/desarrollar-paginas-web-con-angular,3.8,Beginner Level,"['Computer Science', 'Mobile and Web Development']"
0,G Suite Security 日本語版,https://coursera.org/learn/g-suite-security-jp,None,Beginner Level,"['Computer Science', 'Computer Security and Networks']"
0,Generative Design for Industrial Applications,https://coursera.org/learn/generative-design-industrial-applications,None,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Intro to TensorFlow 日本語版,https://coursera.org/learn/intro-tensorflow-jp,3.6,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Генетика (Genetics),https://coursera.org/learn/nsu-genetics,4.9,None,"['Health', 'Basic Science']"
0,Теория Лжи. Профайлинг,https://coursera.org/learn/teoriya-lzhi-profajling,4.9,Beginner Level,"['Business', 'Leadership and Management']"
0,"Разработка веб-сервисов на Golang, часть 2",https://coursera.org/learn/golang-webservices-2,4.8,Intermediate Level,"['Computer Science', 'Software Development']"
0,Software Processes and Agile Practices,https://coursera.org/learn/software-processes-and-agile-practices,4.7,None,"['Computer Science', 'Design and Product']"
0,In the Studio: Postwar Abstract Painting,https://coursera.org/learn/painting,4.9,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Major Depression in the Population: A Public Health Approach,https://coursera.org/learn/public-health-depression,4.7,Beginner Level,"['Health', 'Public Health']"
0,Aprenda a ensinar programação com o Programaê!,https://coursera.org/learn/programae,4.7,None,"['Computer Science', 'Algorithms']"
0,Embedded Hardware and Operating Systems,https://coursera.org/learn/embedded-operating-system,4.2,Intermediate Level,"['Computer Science', 'Software Development']"
0,Building Interactive 3D Characters and Social VR,https://coursera.org/learn/interactive-3d-characters-social-virtual-reality,4.2,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Teoria Musical,https://coursera.org/learn/teoria-musical,4.8,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,The Science of Stem Cells,https://coursera.org/learn/stem-cells,4.7,Intermediate Level,"['Health', 'Basic Science']"
0,Addressing Large Hadron Collider Challenges by Machine Learning,https://coursera.org/learn/hadron-collider-machine-learning,4.5,Advanced Level,"['Computer Science', 'Algorithms']"
0,Intro to TensorFlow auf Deutsch,https://coursera.org/learn/intro-tensorflow-de,None,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Grammar and Punctuation,https://coursera.org/learn/grammar-punctuation,4.7,None,"['Language Learning', 'Learning English']"
0,"Ethics, Technology and Engineering ",https://coursera.org/learn/ethics-technology-engineering,4.5,Beginner Level,"['Physical Science and Engineering', 'Research Methods']"
0,Art and Science of Machine Learning em Português Brasileiro,https://coursera.org/learn/art-science-ml-br,4.6,Intermediate Level,"['Data Science', 'Machine Learning']"
0,IT Project Management,https://coursera.org/learn/it-project-management,4.4,Beginner Level,"['Business', 'Business Strategy']"
0,General Pathophysiology,https://coursera.org/learn/pathophysiology,4.4,Intermediate Level,"['Health', 'Basic Science']"
0,La alfabetización temprana en contextos rurales,https://coursera.org/learn/alfabetizacion-temprana-contextos-rurales,None,Beginner Level,"['Social Sciences', 'Education']"
0,Parallel programming,https://coursera.org/learn/parprog1,4.5,Intermediate Level,"['Computer Science', 'Software Development']"
0,Unleashing the Impact of your Social Enterprise,https://coursera.org/learn/social-impact-growth,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
0,Science and Technology in the Silla Cultural Heritage,https://coursera.org/learn/silla-science-technology,4.6,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Robótica,https://coursera.org/learn/robotica-inicial,4.5,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Build Your Own iOS App,https://coursera.org/learn/build-app,3.2,None,"['Computer Science', 'Mobile and Web Development']"
0,Building Database Applications in PHP,https://coursera.org/learn/database-applications-php,4.9,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,C# Programming for Unity Game Development Capstone Project,https://coursera.org/learn/programming-unity-game-development-project,4.9,Intermediate Level,"['Computer Science', 'Software Development']"
0,Text Mining and Analytics,https://coursera.org/learn/text-mining,4.4,None,"['Data Science', 'Data Analysis']"
0,Property and Liability: An Introduction to Law and Economics,https://coursera.org/learn/property-law-and-economics,4.6,None,"['Social Sciences', 'Law']"
0,Vital Signs: Understanding What the Body Is Telling Us,https://coursera.org/learn/vital-signs,4.8,None,"['Health', 'Patient Care']"
0,The Dynamic Earth: A Course for Educators,https://coursera.org/learn/earth-amnh,4.6,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Essential Cloud Infrastructure: Core Services auf Deutsch,https://coursera.org/learn/gcp-infrastructure-core-services-de,None,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Recommender Systems Capstone,https://coursera.org/learn/recommeder-systems-capstone,3.8,None,"['Data Science', 'Machine Learning']"
0,Effectuation : l'entrepreneuriat pour tous,https://coursera.org/learn/effectuation,4.7,Beginner Level,"['Business', 'Entrepreneurship']"
0,Sample-based Learning Methods,https://coursera.org/learn/sample-based-learning-methods,4.8,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Hacking Exercise For Health. The surprising new science of fitness.,https://coursera.org/learn/hacking-exercise-health,4.8,Beginner Level,"['Health', 'Basic Science']"
0,Essential Cloud Infrastructure: Foundation,https://coursera.org/learn/gcp-infrastructure-foundation,4.7,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Creating New BigQuery Datasets and Visualizing Insights 日本語版,https://coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights-jp,None,Beginner Level,"['Information Technology', 'Data Management']"
0,Processamento Digital de Sinais - Amostragem,https://coursera.org/learn/pds,4.7,None,"['Computer Science', 'Design and Product']"
0,Guided Tour of Machine Learning in Finance,https://coursera.org/learn/guided-tour-machine-learning-finance,3.8,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Light Emitting Diodes and Semiconductor Lasers,https://coursera.org/learn/leds-semiconductor-lasers,4,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Biohacking Your Brain's Health,https://coursera.org/learn/biohacking-your-brains-health,4.6,Beginner Level,"['Health', 'Basic Science']"
0,Diálisis peritoneal,https://coursera.org/learn/dialisis-peritoneal,5,None,"['Health', 'Patient Care']"
0,Scalable Machine Learning on Big Data using Apache Spark,https://coursera.org/learn/machine-learning-big-data-apache-spark,4.1,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Lesson | Telephone Language,https://coursera.org/learn/lesson-telephone-language,None,None,"['Language Learning', 'Learning English']"
0,Emerging Trends & Technologies in the Virtual K-12 Classroom,https://coursera.org/learn/k-12-education,4.5,None,"['Social Sciences', 'Education']"
0,SEL Capstone,https://coursera.org/learn/sel-capstone,4.8,Advanced Level,"['Social Sciences', 'Education']"
0,Bioinformatics Capstone: Big Data in Biology,https://coursera.org/learn/bioinformatics-project,4.6,Beginner Level,"['Health', 'Health Informatics']"
0,Actúa ante el dolor crónico,https://coursera.org/learn/actua-dolor-cronico,4.6,Beginner Level,"['Health', 'Patient Care']"
0,Evaluating User Interfaces,https://coursera.org/learn/ui-testing,4.7,None,"['Computer Science', 'Design and Product']"
0,Google Cloud Platform Big Data and Machine Learning Fundamentals 日本語版,https://coursera.org/learn/gcp-big-data-ml-fundamentals-jp,4.5,Intermediate Level,"['Data Science', 'Machine Learning']"
0,FinTech Disruptive Innovation: Implications for Society,https://coursera.org/learn/fintech-disruption,4.5,Beginner Level,"['Business', 'Finance']"
0,Principles of fMRI 1,https://coursera.org/learn/functional-mri,4.6,None,"['Data Science', 'Data Analysis']"
0,Prototyping and Design,https://coursera.org/learn/prototyping-design,4.7,None,"['Computer Science', 'Design and Product']"
0,"GIS, Mapping, and Spatial Analysis Capstone",https://coursera.org/learn/gis-mapping-spatial-analysis-capstone,4.9,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),https://coursera.org/learn/patient-safety-implementation,4.6,None,"['Health', 'Healthcare Management']"
0,Thermodynamique : applications,https://coursera.org/learn/thermo-apps,4.6,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,"Python Project: pillow, tesseract, and opencv",https://coursera.org/learn/python-project,4.2,Intermediate Level,"['Computer Science', 'Software Development']"
0,Активные процессы в современном русском языке,https://coursera.org/learn/aktivnyye-protsessy-sovremennom-russkom-yazyke,5,Intermediate Level,"['Language Learning', 'Other Languages']"
0,Building Deep Learning Models with TensorFlow,https://coursera.org/learn/building-deep-learning-models-with-tensorflow,4.2,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Exploratory Data Analysis with MATLAB,https://coursera.org/learn/exploratory-data-analysis-matlab,4.9,Beginner Level,"['Data Science', 'Data Analysis']"
0,Essentials of Global Health,https://coursera.org/learn/essentials-global-health,4.8,None,"['Health', 'Public Health']"
0,Global Health at the Human-Animal-Ecosystem Interface,https://coursera.org/learn/global-health-human-animal-ecosystem,4.7,Intermediate Level,"['Health', 'Public Health']"
0,The Emergence of the Modern Middle East - Part I,https://coursera.org/learn/modern-middle-east-1,4.7,None,"['Arts and Humanities', 'History']"
0,Business English: Making Presentations,https://coursera.org/learn/business-english-presentations,4.8,Intermediate Level,"['Language Learning', 'Learning English']"
0,Cryptography and Hashing Overview,https://coursera.org/learn/crypto-hashing,None,Beginner Level,"['Computer Science', 'Algorithms']"
0,Foundations of Public Health Practice: The Public Health Toolkit,https://coursera.org/learn/the-public-health-toolkit,None,Advanced Level,"['Health', 'Public Health']"
0,Расстройства аутистического спектра,https://coursera.org/learn/rasstrojstva-autisticheskogo-spektra,5,Beginner Level,"['Health', 'Basic Science']"
0,"Маркетинг. Часть 1. Основные категории, принципы и подходы",https://coursera.org/learn/marketing-printsipy,4.4,Beginner Level,"['Business', 'Marketing']"
0,Ruby on Rails Web Services and Integration with MongoDB,https://coursera.org/learn/ruby-on-rails-web-services-mongodb,4.3,None,"['Computer Science', 'Software Development']"
0,The Factors that Influence the Effectiveness of Boards and the Governance Process,https://coursera.org/learn/nonprofit-gov-3,4.6,None,"['Business', 'Leadership and Management']"
0,3D Printing Software,https://coursera.org/learn/3d-printing-software,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
0,Survey Data Collection and Analytics Project (Capstone),https://coursera.org/learn/survey-data-capstone,None,None,"['Health', 'Psychology']"
0,Introduction to Genomic Technologies,https://coursera.org/learn/introduction-genomics,4.5,None,"['Data Science', 'Data Analysis']"
0,Swift: programar para iOS,https://coursera.org/learn/swift,4.7,None,"['Computer Science', 'Mobile and Web Development']"
0,Municipal Solid Waste Management in Developing Countries,https://coursera.org/learn/solid-waste-management,4.8,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",https://coursera.org/learn/curanderismo-traditional-healing,4.8,Beginner Level,"['Health', 'Public Health']"
0,Marketing in a Digital World,https://coursera.org/learn/marketing-digital,4.7,Beginner Level,"['Business', 'Marketing']"
0,Elastic Cloud Infrastructure: Containers and Services em Português Brasileiro,https://coursera.org/learn/gcp-infrastructure-containers-services-br,5,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Machine Learning: Regression,https://coursera.org/learn/ml-regression,4.8,None,"['Data Science', 'Machine Learning']"
0,Protecting Business Innovations via Patent,https://coursera.org/learn/protect-business-innovations-patent,4.8,Beginner Level,"['Business', 'Business Strategy']"
0,Positioning: What you need for a successful Marketing Strategy,https://coursera.org/learn/positioning,4.5,Beginner Level,"['Business', 'Marketing']"
0,Cracking the Creativity Code: Discovering Ideas,https://coursera.org/learn/startup-entrepreneurship-discovering-ideas,4.3,None,"['Business', 'Entrepreneurship']"
0,Resolución de problemas por búsqueda,https://coursera.org/learn/resolucion-busqueda,None,Beginner Level,"['Computer Science', 'Algorithms']"
0,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",https://coursera.org/learn/managing-adhd-autism-learning-disabilities-and-concussion-in-school,4.8,None,"['Health', 'Patient Care']"
0,Lesson | Organize Your Pitch,https://coursera.org/learn/lesson-organize-your-pitch,None,None,"['Language Learning', 'Learning English']"
0,Teaching and Assessing Clinical Skills,https://coursera.org/learn/clinical-skills,4.7,None,"['Health', 'Patient Care']"
0,Medical Cannabis for Pain Control,https://coursera.org/learn/medical-cannabis-pain-control,4.5,Beginner Level,"['Health', 'Patient Care']"
0,Giving Sense to Your Leadership Experience,https://coursera.org/learn/leading-sense,4.6,None,"['Business', 'Leadership and Management']"
0,Практики создания аналитических панелей в среде Microsoft Power BI,https://coursera.org/learn/praktiki-sozdaniya-analiticheskikh-paneley-power-bi,4.9,Advanced Level,"['Business', 'Business Essentials']"
0,Análisis de situaciones de negocio,https://coursera.org/learn/analisis-situaciones-negocio,4.4,Beginner Level,"['Business', 'Leadership and Management']"
0,Introduction to Game Design,https://coursera.org/learn/game-design,4.7,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Введение в информационный поиск,https://coursera.org/learn/vvedeniye-informatsionnyy-poisk,None,Intermediate Level,"['Information Technology', 'Data Management']"
0,Modernizing Data Lakes and Data Warehouses with GCP,https://coursera.org/learn/data-lakes-data-warehouses-gcp,4.6,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Jazz Improvisation,https://coursera.org/learn/jazz-improvisation,4.8,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
0,Маркетинг инновационных продуктов,https://coursera.org/learn/marketing-innov-produktov,4.9,Beginner Level,"['Business', 'Marketing']"
0,"Física: Vectores, Trabajo y Energía",https://coursera.org/learn/fisica-vectores-trabajo-energia,4.5,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Information Visualization: Applied Perception,https://coursera.org/learn/information-visualization-applied-perception,4.8,Beginner Level,"['Data Science', 'Data Analysis']"
0,一堂課讓你認識肺癌（Basic Concepts of Lung Cancer: Diagnosis and Treatment）,https://coursera.org/learn/lung-cancer,4.9,Beginner Level,"['Health', 'Patient Care']"
0,Understanding Violence,https://coursera.org/learn/violence,4.5,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,De-Mystifying Mindfulness,https://coursera.org/learn/mindfulness,4.8,Beginner Level,"['Personal Development', 'Personal Development']"
0,Relational Database Support for Data Warehouses,https://coursera.org/learn/dwrelational,4.6,None,"['Data Science', 'Data Analysis']"
0,"Tables, Data & Networking in iOS",https://coursera.org/learn/swift-ios-tables-networking,4.6,Advanced Level,"['Computer Science', 'Mobile and Web Development']"
0,Exploiting and Securing Vulnerabilities in Java Applications,https://coursera.org/learn/exploiting-securing-vulnerabilities-java-applications,4.4,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
0,Строим роботов и другие устройства на Arduino. От светофора до 3D-принтера,https://coursera.org/learn/roboty-arduino,4.9,None,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Exploring Beethoven's Piano Sonatas Part 5,https://coursera.org/learn/exploring-beethoven-piano-sonatas-5,4.9,Intermediate Level,"['Arts and Humanities', 'History']"
0,Java Programming: Principles of Software Design,https://coursera.org/learn/java-programming-design-principles,4.6,Beginner Level,"['Computer Science', 'Software Development']"
